DateTime;UserName;Category;Log
09-04-2020 10:12:58;EX99946;Information;Sucesso na inicialização do Robot
09-04-2020 10:12:58;EX99946;Information;Obter Lista de Colaboradores
09-04-2020 10:13:02;EX99946;Information;Iniciou o processamento do relatório HH_CATS
09-04-2020 10:13:22;EX99946;Information;Ausencias: 545.5
09-04-2020 10:13:22;EX99946;Information;Opex: 2018.1
09-04-2020 10:13:22;EX99946;Information;Capex: 517
09-04-2020 10:13:22;EX99946;Information;Serviços: 23
09-04-2020 10:13:22;EX99946;Information;Total: 3103.6
09-04-2020 10:13:22;EX99946;Information;GrandTotal: 2558.1
09-04-2020 10:13:55;EX99946;Information;Gerou PDF a partir relatório com sucesso
09-04-2020 10:13:55;EX99946;Information;Finaliza robot
09-04-2020 10:20:12;EX99946;Information;Sucesso na inicialização do Robot
09-04-2020 10:20:12;EX99946;Information;Obter Lista de Colaboradores
09-04-2020 10:20:15;EX99946;Information;Iniciou o processamento do relatório HH_CATS
09-04-2020 10:20:34;EX99946;Information;Ausencias: 545.5
09-04-2020 10:20:34;EX99946;Information;Opex: 2018.1
09-04-2020 10:20:34;EX99946;Information;Capex: 517
09-04-2020 10:20:34;EX99946;Information;Serviços: 23
09-04-2020 10:20:34;EX99946;Information;Total: 3103.6
09-04-2020 10:20:34;EX99946;Information;GrandTotal: 2558.1
09-04-2020 10:21:07;EX99946;Information;Gerou PDF a partir relatório com sucesso
09-04-2020 10:21:07;EX99946;Information;Finaliza robot
09-04-2020 10:25:27;EX99946;Information;Sucesso na inicialização do Robot
09-04-2020 10:25:27;EX99946;Information;Obter Lista de Colaboradores
09-04-2020 10:25:30;EX99946;Information;Iniciou o processamento do relatório HH_CATS
09-04-2020 10:25:50;EX99946;Information;Ausencias: 545.5
09-04-2020 10:25:50;EX99946;Information;Opex: 2018.1
09-04-2020 10:25:50;EX99946;Information;Capex: 517
09-04-2020 10:25:50;EX99946;Information;Serviços: 23
09-04-2020 10:25:50;EX99946;Information;Total: 3103.6
09-04-2020 10:25:50;EX99946;Information;GrandTotal: 2558.1
09-04-2020 10:26:23;EX99946;Information;Gerou PDF a partir relatório com sucesso
09-04-2020 10:26:23;EX99946;Information;Finaliza robot
09-04-2020 10:34:58;EX99946;Information;Sucesso na inicialização do Robot
09-04-2020 10:34:58;EX99946;Information;Obter Lista de Colaboradores
