DateTime;UserName;Category;Log
06-04-2020 10:31:14;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 10:31:14;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 10:31:17;EX99946;Information;Iniciou a extração do relatório de horas do SAP - P27
06-04-2020 10:35:14;EX99946;Information;Relatório HH_CATS extraído com sucesso
06-04-2020 10:35:14;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 10:35:17;EX99946;Error;Ocorreu um erro no módulo - Processar Relatório HH_CATS: Excel File C:\Users\EX99946\Desktop\2000_3282_SAP_PEPs_Pedidos_Compra\03.Output_Files\ShareFinal\RELAT_HH_CATS_março_2020.xlsx was not found.
06-04-2020 10:37:35;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 10:37:35;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 10:37:37;EX99946;Information;Iniciou a extração do relatório de horas do SAP - P27
06-04-2020 10:41:28;EX99946;Information;Relatório HH_CATS extraído com sucesso
06-04-2020 10:41:28;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 10:41:52;EX99946;Information;Gerou PDF a partir relatório com sucesso
06-04-2020 10:41:52;EX99946;Information;Finaliza robot
06-04-2020 10:49:08;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 10:49:08;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 10:49:10;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 10:49:35;EX99946;Information;Gerou PDF a partir relatório com sucesso
06-04-2020 10:49:35;EX99946;Information;Finaliza robot
06-04-2020 11:05:34;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 11:05:34;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 11:05:35;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 11:06:02;EX99946;Information;Gerou PDF a partir relatório com sucesso
06-04-2020 11:06:02;EX99946;Information;Finaliza robot
06-04-2020 11:28:27;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 11:28:27;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 11:28:29;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 11:28:53;EX99946;Information;Gerou PDF a partir relatório com sucesso
06-04-2020 11:28:53;EX99946;Information;Finaliza robot
06-04-2020 12:00:24;EX99946;Information;Sucesso na inicialização do Robot
06-04-2020 12:00:24;EX99946;Information;Obter Lista de Colaboradores
06-04-2020 12:00:26;EX99946;Information;Iniciou o processamento do relatório HH_CATS
06-04-2020 12:00:50;EX99946;Information;Gerou PDF a partir relatório com sucesso
06-04-2020 12:00:50;EX99946;Information;Finaliza robot
